position,update,slot,problem_id,content_hash,domain,level,difficulty_proxy,difficulty_proxy_value
460,115,3,math:DigitalLearningGmbH/MATH-lighteval:train:712,9e10db1f39e254f0696e48e4f6bb5b7e6f23454b9be8feeea1c4ce6d16879751,math,3,math_level_3,3
461,116,0,gsm8k:openai/gsm8k:train:4403,881b81093bdcccd5718457cd4b71afcf5dc9d0e21aeb82920671d1c2ecef5d79,gsm8k,na,official_solution_whitespace_tokens,100
462,116,1,math:DigitalLearningGmbH/MATH-lighteval:train:4577,9e433ffe3df526d7a3dd591ef01b98399eb939513467d12036a1c858069ea40c,math,3,math_level_3,3
463,116,2,math:DigitalLearningGmbH/MATH-lighteval:train:1895,a26fd724a42bd79eff7dc62df1e74f94e09c02ffa0d0b9cd0d4b1aeb2f4ea6ca,math,3,math_level_3,3
464,116,3,math:DigitalLearningGmbH/MATH-lighteval:train:4172,a3ae18ace49d59cbd3b7b229ad8dd27ea28fef31e4f209dcf3d954a484893814,math,3,math_level_3,3
465,117,0,gsm8k:openai/gsm8k:train:1290,061fb52298c2be1b4a2eb12bbca0e6c8a391af8f9bc582e03196b804b1d356e9,gsm8k,na,official_solution_whitespace_tokens,101
466,117,1,math:DigitalLearningGmbH/MATH-lighteval:train:5749,a4f6df7872c08e9351a603df121089dc852933ee6dbf27d2089ae434ba8bc67d,math,3,math_level_3,3
467,117,2,math:DigitalLearningGmbH/MATH-lighteval:train:2894,a648f3f0f69a6b00955fb6320e420fa55a3a51bb81dcde69f16a0f924d73bba6,math,3,math_level_3,3
468,117,3,math:DigitalLearningGmbH/MATH-lighteval:train:1922,ac28ea6d9f9cfe724f6f869433e7b0f9dee21a4809b800c97f316ed840a9ed40,math,3,math_level_3,3
469,118,0,gsm8k:openai/gsm8k:train:1074,5bbed16169a8113f19e2259e5f6e7cbe0bb06f1fbbb46af353f5b400e2c4af8b,gsm8k,na,official_solution_whitespace_tokens,101
470,118,1,math:DigitalLearningGmbH/MATH-lighteval:train:1426,b0537b57b1f5e5f185fa0aff756f01f8a4d5fe8211db6858221228f58a3786fc,math,3,math_level_3,3
471,118,2,math:DigitalLearningGmbH/MATH-lighteval:train:327,b2902232e3d003999eb8a11c1a8abd424ffb709614dea8b23350196fa160dbe0,math,3,math_level_3,3
472,118,3,math:DigitalLearningGmbH/MATH-lighteval:train:2488,b5164565065c669c47505c158054476f0f0a0bdc80f9c5ba06b55e1f66e68812,math,3,math_level_3,3
473,119,0,gsm8k:openai/gsm8k:train:6685,a67ff092bb2c7b6c6ef15bcf78c87db31f2a05842319465a6d76105c3d2b7e7c,gsm8k,na,official_solution_whitespace_tokens,101
474,119,1,math:DigitalLearningGmbH/MATH-lighteval:train:3788,b5f7104434e333b22e44b804b8db9d74d803996535d8cc6f9a9f262f80c85da1,math,3,math_level_3,3
475,119,2,math:DigitalLearningGmbH/MATH-lighteval:train:7361,b86ee9bcb8779c34a09aa764a6debc245e50e0464d08087bf1fc11fe49b822e3,math,3,math_level_3,3
476,119,3,math:DigitalLearningGmbH/MATH-lighteval:train:6762,bd609a1cd6406b3a809fc00e9f743ebb3fc33f734c66f07bd4c242cd2db8efb0,math,3,math_level_3,3
477,120,0,gsm8k:openai/gsm8k:train:191,583b3a0016ffd85c7694c3c50779ff8a0e40e0212ee8f2d6727a6942a30eb4f2,gsm8k,na,official_solution_whitespace_tokens,103
478,120,1,math:DigitalLearningGmbH/MATH-lighteval:train:411,bea9cd98d48ac04893ae2f7c1f0ec445f54395be481cc7ee7c2174d29ccdc6bc,math,3,math_level_3,3
479,120,2,math:DigitalLearningGmbH/MATH-lighteval:train:5424,c11d1245e3d5bbd40de66020e62d82ee14f91f78d37d0dd45f5a66cf10df8a1e,math,3,math_level_3,3
480,120,3,math:DigitalLearningGmbH/MATH-lighteval:train:1586,c1a9899806b0140727cb93998ae274564eba8d0e51017af8b38c164bee8ea53f,math,3,math_level_3,3
481,121,0,gsm8k:openai/gsm8k:train:6494,d61c258f6eb2902095385aae27beb1e8161e0e328a99dda1aef3bc85863e5a37,gsm8k,na,official_solution_whitespace_tokens,108
482,121,1,math:DigitalLearningGmbH/MATH-lighteval:train:732,c86e5491f57047cbcc5ed15399471b9aeb36ed1bb8a7d0e505b8d2eaf420aacd,math,3,math_level_3,3
483,121,2,math:DigitalLearningGmbH/MATH-lighteval:train:2456,cbc8271e7d477f380b07330492c81335637876a5175ca112271196d66bb1b29c,math,3,math_level_3,3
484,121,3,math:DigitalLearningGmbH/MATH-lighteval:train:5664,cc6b9a48cc5cf378fa8acd3a0fa13958ed2c1efe21aff1d4c0b775cedb3aa2b4,math,3,math_level_3,3
485,122,0,gsm8k:openai/gsm8k:train:3715,cd01ef3096493fef344180280ac98f298cd2c33fc4a3bc26beb64e5d87a51871,gsm8k,na,official_solution_whitespace_tokens,110
486,122,1,math:DigitalLearningGmbH/MATH-lighteval:train:383,cc7a2d96edd815d53121d7cd73d1256f6e72d188ac4171db57c1ebe4a2edd97c,math,3,math_level_3,3
487,122,2,math:DigitalLearningGmbH/MATH-lighteval:train:3681,ccf5db26eedf44bc07d504bfc1f71f2c655310a8ff1bf3d7171deb59cb16dc45,math,3,math_level_3,3
488,122,3,math:DigitalLearningGmbH/MATH-lighteval:train:6382,ce51a1f2b95f87d1b7d58324e18d46d57f755be24f7fbc4c2a12f9ce699629d2,math,3,math_level_3,3
489,123,0,gsm8k:openai/gsm8k:train:1952,786db05b8f46968132fa86630535316ac50317fa136804b34a71865e58f77a64,gsm8k,na,official_solution_whitespace_tokens,113
490,123,1,math:DigitalLearningGmbH/MATH-lighteval:train:4373,d0919a049a29a3384797ab5a7918cfc6e5d9aa600fbc414bfee53433e7cc2527,math,3,math_level_3,3
491,123,2,math:DigitalLearningGmbH/MATH-lighteval:train:1248,d3fe974bb4617439cf412a1cbc486acdd2c880d55d247201ea1e031f1143f351,math,3,math_level_3,3
492,123,3,math:DigitalLearningGmbH/MATH-lighteval:train:3713,d56b8ec3665ab98e4b7b0937f049a105da0663b200763cf6abc1fa36f2afd0d2,math,3,math_level_3,3
493,124,0,gsm8k:openai/gsm8k:train:4593,80f1e0aae06fdf4e9124b301587be2c38a4b40ff1fed8573a857e1e9b5b67313,gsm8k,na,official_solution_whitespace_tokens,114
494,124,1,math:DigitalLearningGmbH/MATH-lighteval:train:2820,d75a7de3c41f9662f7b23ec1e72067f462011492d7c7c33dd4d4b9072484ab64,math,3,math_level_3,3
495,124,2,math:DigitalLearningGmbH/MATH-lighteval:train:459,dc192da74f9ce658a6846c7aa8c21d8cf526d8e5dd79d54f75cc198cef73cb4b,math,3,math_level_3,3
496,124,3,math:DigitalLearningGmbH/MATH-lighteval:train:135,dda2a1cfe2a0cac2864bb913ba6f8af764b648d622d6b09c5d8223778f3fd85b,math,3,math_level_3,3
497,125,0,gsm8k:openai/gsm8k:train:5819,1cf29716299df4b51bddec219727ba8b23272ba0334107f6d0b5da029e777fb8,gsm8k,na,official_solution_whitespace_tokens,121
498,125,1,math:DigitalLearningGmbH/MATH-lighteval:train:5775,de45fdf2dd1b3c67d505c258c3ddaedce7a1838b6137980a37dc972ff8085ceb,math,3,math_level_3,3
499,125,2,math:DigitalLearningGmbH/MATH-lighteval:train:3730,decac1dd8c54f9b2662c837c42edb6f6e81b81aa5ab11b783594fdf6d587e3fe,math,3,math_level_3,3
500,125,3,math:DigitalLearningGmbH/MATH-lighteval:train:2786,e269622746ab5f23535a8dc6217bc5940abdc17a9528fb2fbc939ab145e6a3e3,math,3,math_level_3,3
501,126,0,gsm8k:openai/gsm8k:train:4509,1e41922467239eddb686bc6a83fe10eb13780a94f7067f5625e6b381c05adcee,gsm8k,na,official_solution_whitespace_tokens,124
502,126,1,math:DigitalLearningGmbH/MATH-lighteval:train:210,e2ae9193158bdadedf240e734498377a4159cfa3bd3c21bc6ad71dd62ad6efad,math,3,math_level_3,3
503,126,2,math:DigitalLearningGmbH/MATH-lighteval:train:953,e2b5667cb6d1a73470d422587be32cef89f9ad7b7940f50c92c935e95a8d0494,math,3,math_level_3,3
504,126,3,math:DigitalLearningGmbH/MATH-lighteval:train:3799,ec6a100d675f61ef01b3a62f039234c8b9e5f3301a34ca56a5c2e6d9726ffb2e,math,3,math_level_3,3
505,127,0,gsm8k:openai/gsm8k:train:1187,5ff4dbbdce9488ad32acdca1f970439dacc58a4135b07d7d730dcfbf959d634e,gsm8k,na,official_solution_whitespace_tokens,138
506,127,1,math:DigitalLearningGmbH/MATH-lighteval:train:1244,f187803ba740576ab2b4da6d5d12a3ef4152cbf20896fd72a3a1c2496e969c0c,math,3,math_level_3,3
507,127,2,math:DigitalLearningGmbH/MATH-lighteval:train:5819,f3b06ed793844ef244f0832bbf28f0547488daead8023b5ead4926f9c23923b1,math,3,math_level_3,3
508,127,3,math:DigitalLearningGmbH/MATH-lighteval:train:1051,f3fc627c9a422c4d4fce9507017d9c9936b9704ac7ce1b7d007ebcaef6fbfc8e,math,3,math_level_3,3
509,128,0,gsm8k:openai/gsm8k:train:1246,71223d1594037bc06df90e41b761aaf48c22700a6bb32610d7fb0e4085962acc,gsm8k,na,official_solution_whitespace_tokens,159
510,128,1,math:DigitalLearningGmbH/MATH-lighteval:train:4021,f6f07f3c9c71d82ec58fde6b027a8eabcebe34d9d439682c86b2d3adf85c238f,math,3,math_level_3,3
511,128,2,math:DigitalLearningGmbH/MATH-lighteval:train:1724,fa204e0a97fb00157024926d0d53c1b67059cc74420ec30f8f5405ede89bee83,math,3,math_level_3,3
512,128,3,math:DigitalLearningGmbH/MATH-lighteval:train:5412,ff3c1132aa6b469b39e675552974494fe235b70d5cc3a0473c1ac6d26c654535,math,3,math_level_3,3
