run_id,seed,problem_id,domain,math500_level,sampled_pass_at_1,pass_at_4,format_valid,valid_answer,canonical_correct
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:496,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:148,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:260,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:20,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:230,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:115,math500,2,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:359,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:106,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:119,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:133,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:8,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:350,math500,2,1,,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:227,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:452,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:51,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:267,math500,1,1,,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:174,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:378,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:33,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:0,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:196,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:354,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:342,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:28,math500,2,1,,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:10,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:249,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:125,math500,4,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:77,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:266,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:187,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:210,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:186,math500,4,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:216,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:17,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:157,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:3,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:377,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:193,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:207,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:316,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:455,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:233,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:211,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:258,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:182,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:234,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:296,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:429,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:113,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:74,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:463,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:70,math500,2,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:318,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:369,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:447,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:48,math500,2,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:387,math500,1,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:397,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:141,math500,1,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:370,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:87,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:449,math500,1,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:374,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:16,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:171,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:268,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:362,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:97,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:487,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:185,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:474,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:102,math500,1,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:404,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:312,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:472,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:65,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:395,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:406,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:457,math500,1,0,,0,0,0
